学名,x,y,日期,地址,数量,目,科,种,保护级别
Luscinia svecica,113.6450672,34.90851944,2025/10/7,惠济黄河滩,2,雀形目,鹟科,蓝喉歌鸲,Ⅱ
Megaceryle lugubris,113.6450672,34.90851944,2025/10/3,惠济黄河滩,1,佛法僧目,翠鸟科,冠鱼狗,
Mergus merganser ,113.6450672,34.90851944,2025/3/7,惠济黄河滩,2,雁形目,鸭科,普通秋沙鸭,
Milvus migrans,113.6450672,34.90851944,2025/10/7,惠济黄河滩,1,鹰形目,鹰科,黑鸢,Ⅱ
Motacilla alba ,113.6450672,34.90851944,2025/4/13,惠济黄河滩,10,雀形目,鹡鸰科,白鹡鸰,
Motacilla alba ,113.6450672,34.90851944,2025/4/14,惠济黄河滩,10,雀形目,鹡鸰科,白鹡鸰,
Motacilla citreola ,113.6450672,34.90851944,2025/4/13,惠济黄河滩,5,雀形目,鹡鸰科,黄头鹡鸰,
Nycticorax  nycticorax  ,113.6450672,34.90851944,2025/4/13,惠济黄河滩,1,鹈形目,鹭科,夜鹭,
Pandion haliaetus,113.6450672,34.90851944,2025/4/13,惠济黄河滩,2,鹰形目,鹗科,鹗,Ⅱ
Pandion haliaetus,113.6450672,34.90851944,2025/4/14,惠济黄河滩,2,鹰形目,鹗科,鹗,Ⅱ
Pandion haliaetus,113.6450672,34.90851944,2025/10/7,惠济黄河滩,1,鹰形目,鹗科,鹗,Ⅱ
Paradoxornis webbianus ,113.6450672,34.90851944,2025/10/7,惠济黄河滩,6,雀形目,莺鹛科,棕头鸦雀,
Passer montanus ,113.6450672,34.90851944,2025/4/13,惠济黄河滩,20,雀形目,雀科,麻雀,
Passer montanus ,113.6450672,34.90851944,2025/4/14,惠济黄河滩,20,雀形目,雀科,麻雀,
Passer montanus ,113.6450672,34.90851944,2025/10/5,惠济黄河滩,14,雀形目,雀科,麻雀,
Passer montanus ,113.6450672,34.90851944,2025/10/7,惠济黄河滩,20,雀形目,雀科,麻雀,
"Phalacrocorax carbo 
",113.6450672,34.90851944,2025/3/7,惠济黄河滩,20,鲣鸟目,鸬鹚科,普通鸬鹚,
"Phalacrocorax carbo 
",113.6450672,34.90851944,2025/4/13,惠济黄河滩,10,鲣鸟目,鸬鹚科,普通鸬鹚,
"Phalacrocorax carbo 
",113.6450672,34.90851944,2025/4/14,惠济黄河滩,6,鲣鸟目,鸬鹚科,普通鸬鹚,
"Phalacrocorax carbo 
",113.6450672,34.90851944,2025/10/5,惠济黄河滩,5,鲣鸟目,鸬鹚科,普通鸬鹚,
"Phalacrocorax carbo 
",113.6450672,34.90851944,2025/10/7,惠济黄河滩,20,鲣鸟目,鸬鹚科,普通鸬鹚,
Phasianus colchicus ,113.6450672,34.90851944,2025/4/13,惠济黄河滩,2,鸡形目,雉科,环颈雉,
Phasianus colchicus ,113.6450672,34.90851944,2025/10/5,惠济黄河滩,1,鸡形目,雉科,环颈雉,
Phylloscopus fuscatus,113.6450672,34.90851944,2025/10/7,惠济黄河滩,1,雀形目,柳莺科,褐柳莺,
Phylloscopus inornatus,113.6450672,34.90851944,2025/10/7,惠济黄河滩,1,雀形目,柳莺科,黄眉柳莺,
Pica pica ,113.6450672,34.90851944,2025/4/13,惠济黄河滩,2,雀形目,鸦科,喜鹊,
Pica pica ,113.6450672,34.90851944,2025/4/14,惠济黄河滩,6,雀形目,鸦科,喜鹊,
Pica pica ,113.6450672,34.90851944,2025/10/5,惠济黄河滩,8,雀形目,鸦科,喜鹊,
Pica pica ,113.6450672,34.90851944,2025/10/7,惠济黄河滩,20,雀形目,鸦科,喜鹊,
Picus canus ,113.6450672,34.90851944,2025/4/14,惠济黄河滩,1,啄木鸟目,啄木鸟科,灰头绿啄木鸟,
Prinia inornata,113.6450672,34.90851944,2025/10/3,惠济黄河滩,3,雀形目,扇尾莺科,纯色山鹪莺,
Pycnonotus sinensis ,113.6450672,34.90851944,2025/4/14,惠济黄河滩,2,雀形目,鹎科,白头鹎,
Pycnonotus sinensis ,113.6450672,34.90851944,2025/10/5,惠济黄河滩,3,雀形目,鹎科,白头鹎,
Streptopelia chinensis,113.6450672,34.90851944,2025/10/3,惠济黄河滩,5,鸽形目,鸠鸽科,珠颈斑鸠,
Streptopelia chinensis,113.6450672,34.90851944,2025/10/5,惠济黄河滩,1,鸽形目,鸠鸽科,珠颈斑鸠,
Streptopelia chinensis,113.6450672,34.90851944,2025/10/7,惠济黄河滩,10,鸽形目,鸠鸽科,珠颈斑鸠,
Streptopelia orientalis ,113.6450672,34.90851944,2025/4/13,惠济黄河滩,6,鸽形目,鸠鸽科,山斑鸠,
Streptopelia orientalis ,113.6450672,34.90851944,2025/4/14,惠济黄河滩,10,鸽形目,鸠鸽科,山斑鸠,
Streptopelia orientalis ,113.6450672,34.90851944,2025/10/3,惠济黄河滩,5,鸽形目,鸠鸽科,山斑鸠,
Streptopelia orientalis ,113.6450672,34.90851944,2025/10/5,惠济黄河滩,20,鸽形目,鸠鸽科,山斑鸠,
Streptopelia orientalis ,113.6450672,34.90851944,2025/10/7,惠济黄河滩,8,鸽形目,鸠鸽科,山斑鸠,
Sturnus cineraceus,113.6450672,34.90851944,2025/10/3,惠济黄河滩,1,雀形目,椋鸟科,灰椋鸟,
Tadorna ferruginea,113.6450672,34.90851944,2025/4/13,惠济黄河滩,2,雁形目,鸭科,赤麻鸭,
Tringa erythropus,113.6450672,34.90851944,2025/10/7,惠济黄河滩,1,鸻形目,鹬科,鹤鹬,
Upupa epops ,113.6450672,34.90851944,2025/10/5,惠济黄河滩,2,犀鸟目,戴胜科,戴胜,
Accipiter nisus,113.6450672,34.90851944,2025/9/30,惠济湿地,1,鹰形目,鹰科,雀鹰,Ⅱ
Accipiter virgatus,113.6450672,34.90851944,2025/9/30,惠济湿地,1,鹰形目,鹰科,松雀鹰,Ⅱ
Alcedo atthis ,113.6450672,34.90851944,2025/9/29,惠济湿地,1,佛法僧目,翠鸟科,普通翠鸟,
Anas crecca ,113.6450672,34.90851944,2025/9/29,惠济湿地,28,雁形目,鸭科,绿翅鸭,
Anas crecca ,113.6450672,34.90851944,2025/9/30,惠济湿地,6,雁形目,鸭科,绿翅鸭,
Anas poecilorhyncha ,113.6450672,34.90851944,2025/9/29,惠济湿地,4,雁形目,鸭科,斑嘴鸭,
Anas poecilorhyncha ,113.6450672,34.90851944,2025/9/30,惠济湿地,3,雁形目,鸭科,斑嘴鸭,
Anas poecilorhyncha ,113.6450672,34.90851944,2025/9/30,惠济湿地,10,雁形目,鸭科,斑嘴鸭,
Anthus cervinus,113.6450672,34.90851944,2025/9/29,惠济湿地,1,雀形目,鹡鸰科,红喉鹨,
Anthus cervinus,113.6450672,34.90851944,2025/9/30,惠济湿地,1,雀形目,鹡鸰科,红喉鹨,
Anthus richardi,113.6450672,34.90851944,2025/9/29,惠济湿地,1,雀形目,鹡鸰科,田鹨（理氏鹨）,
Anthus richardi,113.6450672,34.90851944,2025/9/30,惠济湿地,5,雀形目,鹡鸰科,田鹨（理氏鹨）,
Anthus richardi,113.6450672,34.90851944,2025/9/30,惠济湿地,10,雀形目,鹡鸰科,田鹨（理氏鹨）,
Ardea alba ,113.6450672,34.90851944,2025/9/30,惠济湿地,20,鹈形目,鹭科,大白鹭,
Ardea alba ,113.6450672,34.90851944,2025/9/30,惠济湿地,1,鹈形目,鹭科,大白鹭,
Ardea cinerea ,113.6450672,34.90851944,2025/9/29,惠济湿地,20,鹈形目,鹭科,苍鹭,
Ardea cinerea ,113.6450672,34.90851944,2025/9/30,惠济湿地,20,鹈形目,鹭科,苍鹭,
Ardea cinerea ,113.6450672,34.90851944,2025/9/30,惠济湿地,15,鹈形目,鹭科,苍鹭,
Ceryle rudis ,113.6450672,34.90851944,2025/9/30,惠济湿地,1,佛法僧目,翠鸟科,斑鱼狗,
Circus melanoleucos,113.6450672,34.90851944,2025/9/29,惠济湿地,2,鹰形目,鹰科,鹊鹞,Ⅱ
Circus melanoleucos,113.6450672,34.90851944,2025/9/30,惠济湿地,2,鹰形目,鹰科,鹊鹞,Ⅱ
Circus melanoleucos,113.6450672,34.90851944,2025/9/30,惠济湿地,3,鹰形目,鹰科,鹊鹞,Ⅱ
Circus spilonotus,113.6450672,34.90851944,2025/9/29,惠济湿地,1,鹰形目,鹰科,白腹鹞,Ⅱ
Circus spilonotus,113.6450672,34.90851944,2025/9/30,惠济湿地,1,鹰形目,鹰科,白腹鹞,Ⅱ
Circus spilonotus,113.6450672,34.90851944,2025/9/30,惠济湿地,1,鹰形目,鹰科,白腹鹞,Ⅱ
Cisticola juncidis ,113.6450672,34.90851944,2025/9/29,惠济湿地,10,雀形目,扇尾莺科,棕扇尾莺,
Cisticola juncidis ,113.6450672,34.90851944,2025/9/30,惠济湿地,5,雀形目,扇尾莺科,棕扇尾莺,
Cisticola juncidis ,113.6450672,34.90851944,2025/9/30,惠济湿地,10,雀形目,扇尾莺科,棕扇尾莺,
Coturnix japonica,113.6450672,34.90851944,2025/9/29,惠济湿地,1,鸡形目,雉科,鹌鹑,
Coturnix japonica,113.6450672,34.90851944,2025/9/30,惠济湿地,1,鸡形目,雉科,鹌鹑,
Cyanopica cyanus ,113.6450672,34.90851944,2025/9/29,惠济湿地,10,雀形目,鸦科,灰喜鹊,
Cyanopica cyanus ,113.6450672,34.90851944,2025/9/30,惠济湿地,10,雀形目,鸦科,灰喜鹊,
Cyanopica cyanus ,113.6450672,34.90851944,2025/9/30,惠济湿地,10,雀形目,鸦科,灰喜鹊,
Dicrurus macrocercus ,113.6450672,34.90851944,2025/9/30,惠济湿地,5,雀形目,卷尾科,黑卷尾,
Dicrurus macrocercus ,113.6450672,34.90851944,2025/9/30,惠济湿地,3,雀形目,卷尾科,黑卷尾,
Egretta garzetta ,113.6450672,34.90851944,2025/9/29,惠济湿地,10,鹈形目,鹭科,白鹭,
Egretta garzetta ,113.6450672,34.90851944,2025/9/30,惠济湿地,20,鹈形目,鹭科,白鹭,
Egretta garzetta ,113.6450672,34.90851944,2025/9/30,惠济湿地,20,鹈形目,鹭科,白鹭,
Emberiza aureola,113.6450672,34.90851944,2025/9/29,惠济湿地,1,雀形目,鹀科,黄胸鹀,Ⅰ
Emberiza fucata,113.6450672,34.90851944,2025/9/29,惠济湿地,1,雀形目,鹀科,栗耳鹀,
Emberiza fucata,113.6450672,34.90851944,2025/9/30,惠济湿地,1,雀形目,鹀科,栗耳鹀,
Emberiza spodocephala ,113.6450672,34.90851944,2025/9/30,惠济湿地,1,雀形目,鹀科,灰头鹀,
Eophona migratoria ,113.6450672,34.90851944,2025/9/30,惠济湿地,10,雀形目,燕雀科,黑尾蜡嘴雀,
Falco amurensis,113.6450672,34.90851944,2025/9/30,惠济湿地,1,隼形目,  隼科,红脚隼,Ⅱ
Hirundo rustica ,113.6450672,34.90851944,2025/9/29,惠济湿地,10,雀形目, 燕科,家燕,
Hirundo rustica ,113.6450672,34.90851944,2025/9/30,惠济湿地,10,雀形目, 燕科,家燕,
Hirundo rustica ,113.6450672,34.90851944,2025/9/30,惠济湿地,10,雀形目, 燕科,家燕,
Locustella lanceolata,113.6450672,34.90851944,2025/9/29,惠济湿地,1,雀形目,扇尾莺科,矛斑蝗莺,
Milvus migrans,113.6450672,34.90851944,2025/9/29,惠济湿地,2,鹰形目,鹰科,黑鸢,Ⅱ
Milvus migrans,113.6450672,34.90851944,2025/9/30,惠济湿地,1,鹰形目,鹰科,黑鸢,Ⅱ
Milvus migrans,113.6450672,34.90851944,2025/9/30,惠济湿地,1,鹰形目,鹰科,黑鸢,Ⅱ
Pandion haliaetus,113.6450672,34.90851944,2025/9/29,惠济湿地,2,鹰形目,鹗科,鹗,Ⅱ
Pandion haliaetus,113.6450672,34.90851944,2025/9/30,惠济湿地,2,鹰形目,鹗科,鹗,Ⅱ
Pandion haliaetus,113.6450672,34.90851944,2025/9/30,惠济湿地,2,鹰形目,鹗科,鹗,Ⅱ
Paradoxornis webbianus ,113.6450672,34.90851944,2025/9/30,惠济湿地,20,雀形目,莺鹛科,棕头鸦雀,
Paradoxornis webbianus ,113.6450672,34.90851944,2025/9/30,惠济湿地,3,雀形目,莺鹛科,棕头鸦雀,
Passer montanus ,113.6450672,34.90851944,2025/9/29,惠济湿地,20,雀形目,雀科,麻雀,
Passer montanus ,113.6450672,34.90851944,2025/9/30,惠济湿地,30,雀形目,雀科,麻雀,
Pernis ptilorhynchus,113.6450672,34.90851944,2025/9/30,惠济湿地,4,鹰形目,鹰科,凤头蜂鹰,Ⅱ
Pernis ptilorhynchus,113.6450672,34.90851944,2025/9/30,惠济湿地,1,鹰形目,鹰科,凤头蜂鹰,Ⅱ
"Phalacrocorax carbo 
",113.6450672,34.90851944,2025/9/29,惠济湿地,5,鲣鸟目,鸬鹚科,普通鸬鹚,
"Phalacrocorax carbo 
",113.6450672,34.90851944,2025/9/30,惠济湿地,9,鲣鸟目,鸬鹚科,普通鸬鹚,
"Phalacrocorax carbo 
",113.6450672,34.90851944,2025/9/30,惠济湿地,20,鲣鸟目,鸬鹚科,普通鸬鹚,
Phasianus colchicus ,113.6450672,34.90851944,2025/9/29,惠济湿地,3,鸡形目,雉科,环颈雉,
Phasianus colchicus ,113.6450672,34.90851944,2025/9/30,惠济湿地,1,鸡形目,雉科,环颈雉,
Phasianus colchicus ,113.6450672,34.90851944,2025/9/30,惠济湿地,2,鸡形目,雉科,环颈雉,
Pica pica ,113.6450672,34.90851944,2025/9/29,惠济湿地,8,雀形目,鸦科,喜鹊,
Pica pica ,113.6450672,34.90851944,2025/9/30,惠济湿地,10,雀形目,鸦科,喜鹊,
Pica pica ,113.6450672,34.90851944,2025/9/30,惠济湿地,5,雀形目,鸦科,喜鹊,
Picus canus ,113.6450672,34.90851944,2025/9/30,惠济湿地,2,啄木鸟目,啄木鸟科,灰头绿啄木鸟,
Pycnonotus sinensis ,113.6450672,34.90851944,2025/9/30,惠济湿地,1,雀形目,鹎科,白头鹎,
Riparia riparia ,113.6450672,34.90851944,2025/9/29,惠济湿地,10,雀形目, 燕科,崖沙燕,
Riparia riparia ,113.6450672,34.90851944,2025/9/30,惠济湿地,6,雀形目, 燕科,崖沙燕,
Riparia riparia ,113.6450672,34.90851944,2025/9/30,惠济湿地,1,雀形目, 燕科,崖沙燕,
Saxicola torquata ,113.6450672,34.90851944,2025/9/29,惠济湿地,15,雀形目,鹟科,黑喉石䳭（东亚）,
Saxicola torquata ,113.6450672,34.90851944,2025/9/30,惠济湿地,6,雀形目,鹟科,黑喉石䳭（东亚）,
Saxicola torquata ,113.6450672,34.90851944,2025/9/30,惠济湿地,15,雀形目,鹟科,黑喉石䳭（东亚）,
Streptopelia chinensis,113.6450672,34.90851944,2025/9/30,惠济湿地,10,鸽形目,鸠鸽科,珠颈斑鸠,
Streptopelia orientalis ,113.6450672,34.90851944,2025/9/29,惠济湿地,6,鸽形目,鸠鸽科,山斑鸠,
Streptopelia orientalis ,113.6450672,34.90851944,2025/9/30,惠济湿地,8,鸽形目,鸠鸽科,山斑鸠,
Streptopelia orientalis ,113.6450672,34.90851944,2025/9/30,惠济湿地,1,鸽形目,鸠鸽科,山斑鸠,
Tringa nebularia,113.6450672,34.90851944,2025/9/29,惠济湿地,2,鸻形目,鹬科,青脚鹬,
Tringa nebularia,113.6450672,34.90851944,2025/9/30,惠济湿地,2,鸻形目,鹬科,青脚鹬,
Tringa ochropus,113.6450672,34.90851944,2025/9/30,惠济湿地,2,鸻形目,鹬科,白腰草鹬,
Upupa epops ,113.6450672,34.90851944,2025/9/30,惠济湿地,2,犀鸟目,戴胜科,戴胜,
Vanellus cinereus,113.6450672,34.90851944,2025/9/29,惠济湿地,4,鸻形目,鸻科,灰头麦鸡,
Accipiter soloensis,113.6450672,34.90851944,2025/5/4,湿地公园,2,鹰形目,鹰科,赤腹鹰,Ⅱ
Acridotheres cristatellus ,113.6450672,34.90851944,2025/5/4,湿地公园,4,雀形目,椋鸟科,八哥,
Acridotheres cristatellus ,113.6450672,34.90851944,2025/7/24,湿地公园,4,雀形目,椋鸟科,八哥,
Acrocephalus orientalis,113.6450672,34.90851944,2025/5/4,湿地公园,2,雀形目,苇莺科,东方大苇莺,
Acrocephalus orientalis,113.6450672,34.90851944,2025/9/20,湿地公园,1,雀形目,苇莺科,东方大苇莺,
Agropsar sturninus,113.6450672,34.90851944,2025/7/17,湿地公园,7,雀形目,椋鸟科,北椋鸟,
Alcedo atthis ,113.6450672,34.90851944,2025/5/4,湿地公园,1,佛法僧目,翠鸟科,普通翠鸟,
Alcedo atthis ,113.6450672,34.90851944,2025/8/1,湿地公园,2,佛法僧目,翠鸟科,普通翠鸟,
Alcedo atthis ,113.6450672,34.90851944,2025/9/20,湿地公园,1,佛法僧目,翠鸟科,普通翠鸟,
Anas falcata,113.6450672,34.90851944,2025/3/20,湿地公园,20,雁形目,鸭科,罗纹鸭,
Anas platyrhynchos,113.6450672,34.90851944,2025/3/20,湿地公园,20,雁形目,鸭科,绿头鸭,
Anas poecilorhyncha ,113.6450672,34.90851944,2025/3/20,湿地公园,10,雁形目,鸭科,斑嘴鸭,
Anas poecilorhyncha ,113.6450672,34.90851944,2025/4/2,湿地公园,2,雁形目,鸭科,斑嘴鸭,
Anas poecilorhyncha ,113.6450672,34.90851944,2025/9/15,湿地公园,5,雁形目,鸭科,斑嘴鸭,
Anthus cervinus,113.6450672,34.90851944,2025/9/26,湿地公园,10,雀形目,鹡鸰科,红喉鹨,
Anthus hodgsoni ,113.6450672,34.90851944,2025/5/4,湿地公园,2,雀形目,鹡鸰科,树鹨,
Anthus richardi,113.6450672,34.90851944,2025/9/20,湿地公园,8,雀形目,鹡鸰科,田鹨（理氏鹨）,
Ardea alba ,113.6450672,34.90851944,2025/8/1,湿地公园,2,鹈形目,鹭科,大白鹭,
Ardea alba ,113.6450672,34.90851944,2025/9/15,湿地公园,1,鹈形目,鹭科,大白鹭,
Ardea alba ,113.6450672,34.90851944,2025/9/20,湿地公园,10,鹈形目,鹭科,大白鹭,
Ardea alba ,113.6450672,34.90851944,2025/9/26,湿地公园,1,鹈形目,鹭科,大白鹭,
Ardea cinerea ,113.6450672,34.90851944,2025/7/24,湿地公园,6,鹈形目,鹭科,苍鹭,
Ardea cinerea ,113.6450672,34.90851944,2025/8/1,湿地公园,13,鹈形目,鹭科,苍鹭,
Ardea cinerea ,113.6450672,34.90851944,2025/9/15,湿地公园,4,鹈形目,鹭科,苍鹭,
Ardea cinerea ,113.6450672,34.90851944,2025/9/20,湿地公园,20,鹈形目,鹭科,苍鹭,
Ardea cinerea ,113.6450672,34.90851944,2025/9/26,湿地公园,1,鹈形目,鹭科,苍鹭,
Ardeola bacchus ,113.6450672,34.90851944,2025/5/4,湿地公园,3,鹈形目,鹭科,池鹭,
Ardeola bacchus ,113.6450672,34.90851944,2025/7/6,湿地公园,3,鹈形目,鹭科,池鹭,
Ardeola bacchus ,113.6450672,34.90851944,2025/7/17,湿地公园,1,鹈形目,鹭科,池鹭,
Ardeola bacchus ,113.6450672,34.90851944,2025/8/1,湿地公园,2,鹈形目,鹭科,池鹭,
Carduelis sinica ,113.6450672,34.90851944,2025/5/4,湿地公园,10,雀形目,燕雀科,金翅雀,
Carduelis sinica ,113.6450672,34.90851944,2025/7/24,湿地公园,10,雀形目,燕雀科,金翅雀,
Carpodacus erythrinus,113.6450672,34.90851944,2025/5/4,湿地公园,2,雀形目,燕雀科,普通朱雀,
Cecropis daurica ,113.6450672,34.90851944,2025/7/17,湿地公园,3,雀形目, 燕科,金腰燕,
Cecropis daurica ,113.6450672,34.90851944,2025/8/1,湿地公园,8,雀形目, 燕科,金腰燕,
Cecropis daurica ,113.6450672,34.90851944,2025/9/26,湿地公园,1,雀形目, 燕科,金腰燕,
Ceryle rudis ,113.6450672,34.90851944,2025/5/4,湿地公园,2,佛法僧目,翠鸟科,斑鱼狗,
Ceryle rudis ,113.6450672,34.90851944,2025/7/6,湿地公园,1,佛法僧目,翠鸟科,斑鱼狗,
Ceryle rudis ,113.6450672,34.90851944,2025/8/1,湿地公园,1,佛法僧目,翠鸟科,斑鱼狗,
Charadrius placidus,113.6450672,34.90851944,2025/8/1,湿地公园,2,鸻形目,鸻科,长嘴剑鸻,
Circus melanoleucos,113.6450672,34.90851944,2025/9/20,湿地公园,3,鹰形目,鹰科,鹊鹞,Ⅱ
Circus melanoleucos,113.6450672,34.90851944,2025/9/26,湿地公园,3,鹰形目,鹰科,鹊鹞,Ⅱ
Circus spilonotus,113.6450672,34.90851944,2025/9/26,湿地公园,2,鹰形目,鹰科,白腹鹞,Ⅱ
Cisticola juncidis ,113.6450672,34.90851944,2025/5/4,湿地公园,6,雀形目,扇尾莺科,棕扇尾莺,
Cisticola juncidis ,113.6450672,34.90851944,2025/9/20,湿地公园,15,雀形目,扇尾莺科,棕扇尾莺,
Cisticola juncidis ,113.6450672,34.90851944,2025/9/26,湿地公园,8,雀形目,扇尾莺科,棕扇尾莺,
Coracina melaschistos,113.6450672,34.90851944,2025/7/17,湿地公园,1,雀形目,鹃鵙科,暗灰鹃鵙  ,
Coturnix japonica,113.6450672,34.90851944,2025/9/26,湿地公园,4,鸡形目,雉科,鹌鹑,
Cuculus  canorus ,113.6450672,34.90851944,2025/7/17,湿地公园,1,鹃形目  ,杜鹃科,大杜鹃,
Cyanopica cyanus ,113.6450672,34.90851944,2025/3/20,湿地公园,10,雀形目,鸦科,灰喜鹊,
Cyanopica cyanus ,113.6450672,34.90851944,2025/5/4,湿地公园,20,雀形目,鸦科,灰喜鹊,
Cyanopica cyanus ,113.6450672,34.90851944,2025/7/6,湿地公园,10,雀形目,鸦科,灰喜鹊,
Cyanopica cyanus ,113.6450672,34.90851944,2025/7/17,湿地公园,5,雀形目,鸦科,灰喜鹊,
Cyanopica cyanus ,113.6450672,34.90851944,2025/7/24,湿地公园,4,雀形目,鸦科,灰喜鹊,
Cyanopica cyanus ,113.6450672,34.90851944,2025/8/1,湿地公园,4,雀形目,鸦科,灰喜鹊,
Cyanopica cyanus ,113.6450672,34.90851944,2025/9/20,湿地公园,1,雀形目,鸦科,灰喜鹊,
Dicrurus macrocercus ,113.6450672,34.90851944,2025/5/4,湿地公园,4,雀形目,卷尾科,黑卷尾,
Dicrurus macrocercus ,113.6450672,34.90851944,2025/7/17,湿地公园,2,雀形目,卷尾科,黑卷尾,
Dicrurus macrocercus ,113.6450672,34.90851944,2025/7/24,湿地公园,2,雀形目,卷尾科,黑卷尾,
Dicrurus macrocercus ,113.6450672,34.90851944,2025/8/1,湿地公园,2,雀形目,卷尾科,黑卷尾,
Dicrurus macrocercus ,113.6450672,34.90851944,2025/9/20,湿地公园,6,雀形目,卷尾科,黑卷尾,
Egretta garzetta ,113.6450672,34.90851944,2025/5/4,湿地公园,2,鹈形目,鹭科,白鹭,
Egretta garzetta ,113.6450672,34.90851944,2025/7/17,湿地公园,2,鹈形目,鹭科,白鹭,
Egretta garzetta ,113.6450672,34.90851944,2025/7/24,湿地公园,10,鹈形目,鹭科,白鹭,
Egretta garzetta ,113.6450672,34.90851944,2025/8/1,湿地公园,8,鹈形目,鹭科,白鹭,
Egretta garzetta ,113.6450672,34.90851944,2025/9/15,湿地公园,2,鹈形目,鹭科,白鹭,
Egretta garzetta ,113.6450672,34.90851944,2025/9/20,湿地公园,20,鹈形目,鹭科,白鹭,
Egretta garzetta ,113.6450672,34.90851944,2025/9/26,湿地公园,1,鹈形目,鹭科,白鹭,
Elanus caeruleus,113.6450672,34.90851944,2025/9/20,湿地公园,1,鹰形目,鹰科,黑翅鸢,Ⅱ
Emberiza elegans ,113.6450672,34.90851944,2025/12/20,湿地公园,20,雀形目,鹀科,黄喉鹀,
Emberiza pallasi ,113.6450672,34.90851944,2025/3/20,湿地公园,2,雀形目,鹀科,苇鹀,
Emberiza pusilla,113.6450672,34.90851944,2025/3/20,湿地公园,20,雀形目,鹀科,小鹀,
Emberiza pusilla,113.6450672,34.90851944,2025/5/4,湿地公园,20,雀形目,鹀科,小鹀,
Emberiza pusilla,113.6450672,34.90851944,2025/12/20,湿地公园,20,雀形目,鹀科,小鹀,
Emberiza spodocephala ,113.6450672,34.90851944,2025/5/4,湿地公园,5,雀形目,鹀科,灰头鹀,
Eophona migratoria ,113.6450672,34.90851944,2025/5/4,湿地公园,8,雀形目,燕雀科,黑尾蜡嘴雀,
Eophona migratoria ,113.6450672,34.90851944,2025/7/6,湿地公园,1,雀形目,燕雀科,黑尾蜡嘴雀,
Eophona migratoria ,113.6450672,34.90851944,2025/7/17,湿地公园,2,雀形目,燕雀科,黑尾蜡嘴雀,
Eophona personata,113.6450672,34.90851944,2025/12/20,湿地公园,2,雀形目,燕雀科,黑头蜡嘴雀,
Eudynamys scolopacea ,113.6450672,34.90851944,2025/5/4,湿地公园,2,鹃形目  ,杜鹃科,噪鹃,
Eudynamys scolopacea ,113.6450672,34.90851944,2025/7/6,湿地公园,1,鹃形目  ,杜鹃科,噪鹃,
Eudynamys scolopacea ,113.6450672,34.90851944,2025/7/17,湿地公园,1,鹃形目  ,杜鹃科,噪鹃,
Falco amurensis,113.6450672,34.90851944,2025/5/4,湿地公园,1,隼形目,  隼科,红脚隼,Ⅱ
Falco amurensis,113.6450672,34.90851944,2025/7/17,湿地公园,1,隼形目,  隼科,红脚隼,Ⅱ
Falco amurensis,113.6450672,34.90851944,2025/7/24,湿地公园,1,隼形目,  隼科,红脚隼,Ⅱ
Falco amurensis,113.6450672,34.90851944,2025/9/26,湿地公园,1,隼形目,  隼科,红脚隼,Ⅱ
Falco tinnunculus ,113.6450672,34.90851944,2025/7/6,湿地公园,1,隼形目,  隼科,红隼,Ⅱ
Falco tinnunculus ,113.6450672,34.90851944,2025/9/20,湿地公园,1,隼形目,  隼科,红隼,Ⅱ
Falco tinnunculus ,113.6450672,34.90851944,2025/9/26,湿地公园,1,隼形目,  隼科,红隼,Ⅱ
Ficedula albicilla,113.6450672,34.90851944,2025/9/20,湿地公园,1,雀形目,鹟科,红喉姬鹟,
Ficedula zanthopygia,113.6450672,34.90851944,2025/5/4,湿地公园,1,雀形目,鹟科,白眉姬鹟,
Fringilla montifringilla,113.6450672,34.90851944,2025/4/2,湿地公园,1,雀形目,燕雀科,燕雀,
Gallinula chloropus ,113.6450672,34.90851944,2025/7/6,湿地公园,4,鹤形目, 秧鸡科,黑水鸡,
Gallinula chloropus ,113.6450672,34.90851944,2025/7/17,湿地公园,2,鹤形目, 秧鸡科,黑水鸡,
Gallinula chloropus ,113.6450672,34.90851944,2025/9/15,湿地公园,1,鹤形目, 秧鸡科,黑水鸡,
Garrulax davidi,113.6450672,34.90851944,2025/5/4,湿地公园,1,雀形目,噪鹛科,山噪鹛,Ⅰ
Garrulax perspicillatus,113.6450672,34.90851944,2025/4/2,湿地公园,10,雀形目,噪鹛科,黑脸噪鹛,
Garrulax perspicillatus,113.6450672,34.90851944,2025/5/4,湿地公园,12,雀形目,噪鹛科,黑脸噪鹛,
Garrulax perspicillatus,113.6450672,34.90851944,2025/7/6,湿地公园,3,雀形目,噪鹛科,黑脸噪鹛,
Garrulax perspicillatus,113.6450672,34.90851944,2025/9/20,湿地公园,1,雀形目,噪鹛科,黑脸噪鹛,
Garrulax perspicillatus,113.6450672,34.90851944,2025/9/26,湿地公园,1,雀形目,噪鹛科,黑脸噪鹛,
Himantopus himantopus ,113.6450672,34.90851944,2025/8/1,湿地公园,10,鸻形目,反嘴鹬科,黑翅长脚鹬,
Hirundo rustica ,113.6450672,34.90851944,2025/7/6,湿地公园,5,雀形目, 燕科,家燕,
Hirundo rustica ,113.6450672,34.90851944,2025/7/17,湿地公园,10,雀形目, 燕科,家燕,
Hirundo rustica ,113.6450672,34.90851944,2025/8/1,湿地公园,30,雀形目, 燕科,家燕,
